date,covidCases,BTCUSD
2020-03-10,1018.0,7909.7294922
2020-03-11,1263.0,7911.4301758
2020-03-12,1668.0,4970.7880859
2020-03-13,2224.0,5563.7070312
2020-03-14,2898.0,5200.3662109
2020-03-15,3600.0,5392.3149414
2020-03-16,4507.0,5014.4799805
2020-03-17,5906.0,5225.6293945
2020-03-18,8350.0,5238.4384766
2020-03-19,12393.0,6191.1928711
2020-03-20,18012.0,6198.7783203
2020-03-21,24528.0,6185.0664062
2020-03-22,33073.0,5830.2548828
2020-03-23,43505.0,6416.3149414
2020-03-24,53938.0,6734.8037109
2020-03-25,68572.0,6681.0629883
2020-03-26,85570.0,6716.4404297
2020-03-27,102900.0,6469.7983398
2020-03-28,123966.0,6242.1938477
2020-03-29,142486.0,5922.0429688
2020-03-30,163955.0,6429.8417969
2020-03-31,188461.0,6438.6445312
2020-04-01,215391.0,6606.7763672
2020-04-02,245108.0,6793.6245117
2020-04-03,277426.0,6733.387207
2020-04-04,312525.0,6867.5273438
2020-04-05,338141.0,6791.1293945
2020-04-06,369057.0,7271.78125
2020-04-07,399394.0,7176.4145508
2020-04-08,431214.0,7334.0986328
2020-04-09,465913.0,7302.0893555
2020-04-10,499386.0,6865.4931641
2020-04-11,531106.0,6859.0830078
2020-04-12,558249.0,6971.0917969
2020-04-13,584018.0,6845.0375977
2020-04-14,610709.0,6842.4277344
2020-04-15,640742.0,6642.1098633
2020-04-16,672355.0,7116.8041992
2020-04-17,703864.0,7096.1845703
2020-04-18,732262.0,7257.6650391
2020-04-19,757596.0,7189.4248047
2020-04-20,784991.0,6881.9584961
2020-04-21,810505.0,6880.3232422
2020-04-22,839336.0,7117.2075195
2020-04-23,873112.0,7429.7246094
2020-04-24,909853.0,7550.9008789
2020-04-25,944261.0,7569.9360352
2020-04-26,970996.0,7679.8671875
2020-04-27,994193.0,7795.6010742
2020-04-28,1018844.0,7807.0585938
2020-04-29,1045399.0,8801.0380859
2020-04-30,1075756.0,8658.5537109
2020-05-01,1109726.0,8864.7666016
2020-05-02,1139200.0,8988.5966797
2020-05-03,1165340.0,8897.46875
2020-05-04,1187302.0,8912.6542969
2020-05-05,1211011.0,9003.0703125
2020-05-06,1235517.0,9268.7617188
2020-05-07,1263995.0,9951.5185547
2020-05-08,1291643.0,9842.6660156
2020-05-09,1316511.0,9593.8964844
2020-05-10,1336828.0,8756.4306641
2020-05-11,1354449.0,8601.7958984
2020-05-12,1376749.0,8804.4775391
2020-05-13,1397894.0,9269.9873047
2020-05-14,1424856.0,9733.7216797
2020-05-15,1451093.0,9328.1972656
2020-05-16,1474752.0,9377.0136719
2020-05-17,1493766.0,9670.7392578
2020-05-18,1515593.0,9726.5751953
2020-05-19,1536570.0,9729.0380859
2020-05-20,1559640.0,9522.9814453
2020-05-21,1585373.0,9081.7617188
2020-05-22,1609172.0,9182.5771484
2020-05-23,1631440.0,9209.2871094
2020-05-24,1651471.0,8790.3681641
2020-05-25,1670571.0,8906.9345703
2020-05-26,1689467.0,8835.0527344
2020-05-27,1708211.0,9181.0175781
2020-05-28,1730723.0,9525.7509766
2020-05-29,1755271.0,9439.1240234
2020-05-30,1778668.0,9700.4140625
2020-05-31,1799302.0,9461.0585938
2020-06-01,1821199.0,10167.2685547
2020-06-02,1841990.0,9529.8037109
2020-06-03,1861977.0,9656.7177734
2020-06-04,1883593.0,9800.6367188
2020-06-05,1912302.0,9665.5332031
2020-06-06,1934818.0,9653.6796875
2020-06-07,1953434.0,9758.8525391
2020-06-08,1971641.0,9771.4892578
2020-06-09,1990446.0,9795.7001953
2020-06-10,2013298.0,9870.0947266
2020-06-11,2036500.0,9321.78125
2020-06-12,2061993.0,9480.84375
2020-06-13,2087327.0,9475.2773438
2020-06-14,2106457.0,9386.7880859
2020-06-15,2126574.0,9450.7021484
2020-06-16,2151459.0,9538.0244141
2020-06-17,2177114.0,9480.2548828
2020-06-18,2205173.0,9411.8408203
2020-06-19,2236009.0,9288.0185547
2020-06-20,2268034.0,9332.3408203
2020-06-21,2294413.0,9303.6298828
2020-06-22,2324879.0,9648.7177734
2020-06-23,2359939.0,9629.6582031
2020-06-24,2396928.0,9313.6103516
2020-06-25,2438101.0,9264.8134766
2020-06-26,2483629.0,9162.9179688
2020-06-27,2525928.0,9045.390625
2020-06-28,2565436.0,9143.5820312
2020-06-29,2604932.0,9190.8544922
2020-06-30,2653321.0,9137.9931641
2020-07-01,2703296.0,9228.3251953
2020-07-02,2758855.0,9123.4101562
2020-07-03,2816009.0,9087.3037109
2020-07-04,2866015.0,9132.4882812
2020-07-05,2910782.0,9073.9423828
2020-07-06,2958098.0,9375.4746094
2020-07-07,3012182.0,9252.2773438
2020-07-08,3071637.0,9428.3330078
2020-07-09,3131526.0,9277.9677734
2020-07-10,3199753.0,9278.8076172
2020-07-11,3260474.0,9240.3466797
2020-07-12,3318279.0,9276.5
2020-07-13,3379846.0,9243.6142578
2020-07-14,3445448.0,9243.2138672
2020-07-15,3513790.0,9192.8369141
2020-07-16,3589477.0,9132.2275391
2020-07-17,3660400.0,9151.3925781
2020-07-18,3722851.0,9159.0400391
2020-07-19,3785126.0,9185.8173828
2020-07-20,3845014.0,9164.2314453
2020-07-21,3910291.0,9374.8876953
2020-07-22,3980030.0,9525.3632812
2020-07-23,4050036.0,9581.0722656
2020-07-24,4123561.0,9536.8925781
2020-07-25,4190337.0,9677.1132812
2020-07-26,4244554.0,9905.1669922
2020-07-27,4303735.0,10990.8730469
2020-07-28,4366851.0,10912.8232422
2020-07-29,4433633.0,11100.4677734
2020-07-30,4502581.0,11111.2138672
2020-07-31,4571669.0,11323.4667969
2020-08-01,4628497.0,11759.5927734
2020-08-02,4679291.0,11053.6142578
2020-08-03,4726775.0,11246.3486328
2020-08-04,4780324.0,11205.8925781
2020-08-05,4834047.0,11747.0224609
2020-08-06,4891561.0,11779.7734375
2020-08-07,4952718.0,11601.4726562
2020-08-08,5007958.0,11754.0458984
2020-08-09,5056438.0,11675.7392578
2020-08-10,5103611.0,11878.1113281
2020-08-11,5156968.0,11410.5253906
2020-08-12,5211246.0,11584.9345703
2020-08-13,5265307.0,11784.1376953
2020-08-14,5324784.0,11768.8710938
2020-08-15,5375527.0,11865.6982422
2020-08-16,5417664.0,11892.8037109
2020-08-17,5455187.0,12254.4023438
2020-08-18,5498420.0,11991.2333984
2020-08-19,5541433.0,11758.2832031
2020-08-20,5587462.0,11878.3720703
2020-08-21,5636491.0,11592.4892578
2020-08-22,5681517.0,11681.8251953
2020-08-23,5713850.0,11664.8476562
2020-08-24,5754254.0,11774.5957031
2020-08-25,5793437.0,11366.1347656
2020-08-26,5838756.0,11488.3632812
2020-08-27,5884368.0,11323.3974609
2020-08-28,5930932.0,11542.5
2020-08-29,5975541.0,11506.8652344
2020-08-30,6008970.0,11711.5058594
2020-08-31,6045457.0,11680.8203125
2020-09-01,6089506.0,11970.4785156
2020-09-02,6121950.0,11414.0341797
2020-09-03,6168347.0,10245.296875
2020-09-04,6220448.0,10511.8134766
2020-09-05,6262701.0,10169.5673828
2020-09-06,6292699.0,10280.3515625
2020-09-07,6317865.0,10369.5634766
2020-09-08,6346807.0,10131.5166016
2020-09-09,6380139.0,10242.3476562
2020-09-10,6418200.0,10363.1386719
2020-09-11,6465767.0,10400.9150391
2020-09-12,6504871.0,10442.1708984
2020-09-13,6538214.0,10323.7558594
2020-09-14,6575101.0,10680.8378906
2020-09-15,6614318.0,10796.9511719
2020-09-16,6653586.0,10974.9052734
2020-09-17,6698896.0,10948.9902344
2020-09-18,6747783.0,10944.5859375
2020-09-19,6789594.0,11094.3466797
2020-09-20,6825950.0,10938.2714844
2020-09-21,6880902.0,10462.2597656
2020-09-22,6918293.0,10538.4599609
2020-09-23,6959842.0,10246.1865234
2020-09-24,7005046.0,10760.0664062
2020-09-25,7059627.0,10692.7167969
2020-09-26,7102322.0,10750.7236328
2020-09-27,7139620.0,10775.2695312
2020-09-28,7176980.0,10709.6523438
2020-09-29,7220677.0,10844.640625
2020-09-30,7262735.0,10784.4912109
2020-10-01,7309153.0,10619.4521484
2020-10-02,7362733.0,10575.9746094
2020-10-03,7410512.0,10549.3291016
2020-10-04,7445575.0,10669.5830078
2020-10-05,7507988.0,10793.3398438
2020-10-06,7550850.0,10604.40625
2020-10-07,7603867.0,10668.96875
2020-10-08,7660249.0,10915.6855469
2020-10-09,7719211.0,11064.4580078
2020-10-10,7770859.0,11296.3613281
2020-10-11,7815642.0,11384.1816406
2020-10-12,7863658.0,11555.3632812
2020-10-13,7918051.0,11425.8994141
2020-10-14,7977904.0,11429.5068359
2020-10-15,8043257.0,11495.3496094
2020-10-16,8113721.0,11322.1230469
2020-10-17,8166482.0,11358.1015625
2020-10-18,8214364.0,11483.359375
2020-10-19,8279804.0,11742.0371094
2020-10-20,8340398.0,11916.3349609
2020-10-21,8404635.0,12823.6894531
2020-10-22,8479765.0,12965.8916016
2020-10-23,8565062.0,12931.5390625
2020-10-24,8643641.0,13108.0625
2020-10-25,8703356.0,13031.1738281
2020-10-26,8777994.0,13075.2480469
2020-10-27,8852381.0,13654.21875
2020-10-28,8934263.0,13271.2851562
2020-10-29,9024932.0,13437.8828125
2020-10-30,9124800.0,13546.5224609
2020-10-31,9209007.0,13780.9951172
2020-11-01,9283202.0,13737.109375
2020-11-02,9377208.0,13550.4892578
2020-11-03,9469624.0,13950.3007812
2020-11-04,9577702.0,14133.7070312
2020-11-05,9699051.0,15579.8486328
2020-11-06,9831874.0,15565.8808594
2020-11-07,9957805.0,14833.7539062
2020-11-08,10061218.0,15479.5673828
2020-11-09,10191667.0,15332.3154297
2020-11-10,10331417.0,15290.9023438
2020-11-11,10474295.0,15701.3398438
2020-11-12,10637946.0,16276.34375
2020-11-13,10819442.0,16317.8085938
2020-11-14,10978475.0,16068.1386719
2020-11-15,11113661.0,15955.5878906
2020-11-16,11280224.0,16716.1113281
2020-11-17,11441855.0,17645.40625
2020-11-18,11614135.0,17804.0058594
2020-11-19,11801643.0,17817.0898438
2020-11-20,12000502.0,18621.3144531
2020-11-21,12172435.0,18642.2324219
2020-11-22,12313229.0,18370.0019531
2020-11-23,12492852.0,18364.1210938
2020-11-24,12670710.0,19107.4648438
2020-11-25,12851300.0,18732.1210938
2020-11-26,12954294.0,17150.6230469
2020-11-27,13160133.0,17108.4023438
2020-11-28,13311541.0,17717.4140625
2020-11-29,13447663.0,18177.484375
2020-11-30,13615321.0,19625.8359375
2020-12-01,13799549.0,18802.9980469
2020-12-02,14000721.0,19201.0917969
2020-12-03,14218459.0,19445.3984375
2020-12-04,14449827.0,18699.765625
2020-12-05,14655535.0,19154.2304688
2020-12-06,14827456.0,19345.1210938
2020-12-07,15031979.0,19191.6308594
2020-12-08,15251693.0,18321.1445312
2020-12-09,15471409.0,18553.9160156
2020-12-10,15696634.0,18264.9921875
2020-12-11,15977147.0,18058.9042969
2020-12-12,16184679.0,18803.65625
2020-12-13,16368898.0,19142.3828125
2020-12-14,16569783.0,19246.6445312
2020-12-15,16772936.0,19417.0761719
2020-12-16,17017763.0,21310.5976562
2020-12-17,17255472.0,22805.1621094
2020-12-18,17506662.0,23137.9609375
2020-12-19,17700567.0,23869.8320312
2020-12-20,17880478.0,23477.2949219
2020-12-21,18081996.0,22803.0820312
2020-12-22,18283633.0,23783.0292969
2020-12-23,18511396.0,23241.3457031
2020-12-24,18704907.0,23735.9492188
2020-12-25,18805838.0,24664.7910156
2020-12-26,19022699.0,26437.0371094
2020-12-27,19174788.0,26272.2949219
2020-12-28,19363798.0,27084.8085938
2020-12-29,19564828.0,27362.4375
2020-12-30,19793777.0,28840.953125
2020-12-31,20024801.0,29001.7207031
2021-01-01,20172049.0,29374.1523438
2021-01-02,20463659.0,32127.2675781
2021-01-03,20665439.0,32782.0234375
2021-01-04,20917269.0,31971.9140625
2021-01-05,21152285.0,33992.4296875
2021-01-06,21408251.0,36824.3632812
2021-01-07,21688585.0,39371.0429688
2021-01-08,21989362.0,40797.609375
2021-01-09,22241281.0,40254.546875
2021-01-10,22449576.0,38356.4414062
2021-01-11,22675892.0,35566.65625
2021-01-12,22905869.0,33922.9609375
2021-01-13,23135194.0,37316.359375
2021-01-14,23374716.0,39187.328125
2021-01-15,23614569.0,36825.3671875
2021-01-16,23816762.0,36178.140625
2021-01-17,23986856.0,35791.2773438
2021-01-18,24127989.0,36630.0742188
2021-01-19,24314933.0,36069.8046875
2021-01-20,24500421.0,35547.75
2021-01-21,24690903.0,30825.6992188
2021-01-22,24882468.0,33005.7617188
2021-01-23,25050385.0,32067.6425781
2021-01-24,25180061.0,32289.3789062
2021-01-25,25336637.0,32366.3925781
2021-01-26,25487275.0,32569.8496094
2021-01-27,25643045.0,30432.546875
2021-01-28,25809220.0,33466.0976562
2021-01-29,25973835.0,34316.3867188
2021-01-30,26107635.0,34269.5234375
2021-01-31,26221430.0,33114.359375
2021-02-01,26363284.0,33537.1757812
2021-02-02,26478540.0,35510.2890625
2021-02-03,26598723.0,37472.0898438
2021-02-04,26724359.0,36926.0664062
2021-02-05,26853860.0,38144.3085938
2021-02-06,26958807.0,39266.0117188
2021-02-07,27046088.0,38903.4414062
2021-02-08,27139070.0,46196.4648438
2021-02-09,27235460.0,46481.1054688
2021-02-10,27330435.0,44918.1835938
2021-02-11,27436075.0,47909.3320312
2021-02-12,27535702.0,47504.8515625
2021-02-13,27620354.0,47105.515625
2021-02-14,27684134.0,48717.2890625
2021-02-15,27739406.0,47945.0585938
2021-02-16,27803946.0,49199.8710938
2021-02-17,27874107.0,52149.0078125
2021-02-18,27945898.0,51679.796875
2021-02-19,28023910.0,55888.1328125
2021-02-20,28093630.0,56099.5195312
2021-02-21,28148810.0,57539.9453125
2021-02-22,28208276.0,54207.3203125
2021-02-23,28280189.0,48824.4257812
2021-02-24,28354383.0,49705.3320312
2021-02-25,28432264.0,47093.8515625
2021-02-26,28510582.0,46339.7617188
2021-02-27,28573256.0,46188.453125
2021-02-28,28624161.0,45137.7695312
2021-03-01,28680857.0,49631.2421875
2021-03-02,28738501.0,48378.9882812
2021-03-03,28805113.0,50538.2421875
2021-03-04,28872395.0,48561.1679688
2021-03-05,28938090.0,48927.3046875
2021-03-06,28994675.0,48912.3828125
2021-03-07,29034739.0,51206.6914062
2021-03-08,29129252.0,52246.5234375
2021-03-09,29185151.0,54824.1171875
2021-03-10,29243346.0,56008.5507812
2021-03-11,29305733.0,57805.1210938
2021-03-12,29369899.0,57332.0898438
2021-03-13,29419456.0,61243.0859375
2021-03-14,29457445.0,59302.3164062
2021-03-15,29514609.0,55907.1992188
2021-03-16,29569140.0,56804.9023438
2021-03-17,29628071.0,58870.8945312
2021-03-18,29688541.0,57858.921875
2021-03-19,29749164.0,58346.6523438
2021-03-20,29803589.0,58313.6445312
2021-03-21,29837782.0,57523.421875
2021-03-22,29892498.0,54529.1445312
2021-03-23,29949244.0,54738.9453125
2021-03-24,30029147.0,52774.265625
2021-03-25,30098263.0,51704.1601562
2021-03-26,30172762.0,55137.3125
2021-03-27,30233462.0,55973.5117188
2021-03-28,30277977.0,55950.7460938
2021-03-29,30348716.0,57750.1992188
2021-03-30,30410950.0,58917.6914062
2021-03-31,30478886.0,58918.8320312
2021-04-01,30556079.0,59095.8085938
2021-04-02,30624668.0,59384.3125
2021-04-03,30688804.0,57603.890625
2021-04-04,30725627.0,58758.5546875
2021-04-05,30802221.0,59057.8789062
2021-04-06,30864193.0,58192.359375
2021-04-07,30937283.0,56048.9375
2021-04-08,31017741.0,58323.953125
2021-04-09,31099323.0,58245.0039062
2021-04-10,31164081.0,59793.234375
2021-04-11,31212058.0,60204.9648438
2021-04-12,31283990.0,59893.453125
2021-04-13,31361311.0,63503.4570312
2021-04-14,31437061.0,63109.6953125
2021-04-15,31510755.0,63314.0117188
2021-04-16,31589109.0,61572.7890625
2021-04-17,31642983.0,60683.8203125
2021-04-18,31684382.0,56216.1835938
2021-04-19,31754642.0,55724.265625
2021-04-20,31815666.0,56473.03125
2021-04-21,31878161.0,53906.0898438
2021-04-22,31944402.0,51762.2734375
2021-04-23,32008186.0,51093.6523438
2021-04-24,32058654.0,50050.8671875
2021-04-25,32092245.0,49004.2539062
2021-04-26,32139580.0,54021.7539062
2021-04-27,32191457.0,55033.1171875
2021-04-28,32246275.0,54824.703125
2021-04-29,32303857.0,53555.109375
2021-04-30,32362374.0,57750.1757812
2021-05-01,32407133.0,57828.0507812
2021-05-02,32436765.0,56631.078125
2021-05-03,32486709.0,57200.2929688
2021-05-04,32527664.0,53333.5390625
2021-05-05,32572383.0,57424.0078125
2021-05-06,32620077.0,56396.515625
2021-05-07,32667570.0,57356.4023438
2021-05-08,32701236.0,58803.7773438
2021-05-09,32723564.0,58232.3164062
2021-05-10,32760121.0,55859.796875
2021-05-11,32794162.0,56704.5742188
2021-05-12,32829645.0,49150.5351562
2021-05-13,32868084.0,49716.1914062
2021-05-14,32909065.0,49880.5351562
2021-05-15,32938115.0,46760.1875
2021-05-16,32954825.0,46456.0585938
2021-05-17,32984032.0,43537.5117188
2021-05-18,33011895.0,42909.4023438
2021-05-19,33040689.0,37002.4414062
2021-05-20,33070307.0,40782.7382812
2021-05-21,33099318.0,37304.6914062
2021-05-22,33117634.0,37536.6328125
2021-05-23,33131784.0,34770.5820312
2021-05-24,33157412.0,38705.9804688
2021-05-25,33180250.0,38402.2226562
2021-05-26,33203636.0,39294.1992188
2021-05-27,33231383.0,38436.96875
2021-05-28,33253407.0,35697.6054688
2021-05-29,33264967.0,34616.0664062
2021-05-30,33272409.0,35678.1289062
2021-05-31,33277912.0,37332.8554688
2021-06-01,33300482.0,36684.9257812
2021-06-02,33317340.0,37575.1796875
2021-06-03,33336811.0,39208.765625
2021-06-04,33312812.0,36894.40625
2021-06-05,33323260.0,35551.9570312
2021-06-06,33329413.0,35862.3789062
2021-06-07,33348865.0,33560.7070312
2021-06-08,33363050.0,33472.6328125
2021-06-09,33383714.0,37345.1210938
2021-06-10,33399513.0,36702.5976562
2021-06-11,33416340.0,37334.3984375
2021-06-12,33424619.0,35552.515625
2021-06-13,33431406.0,39097.859375
2021-06-14,33446525.0,40218.4765625
2021-06-15,33458397.0,40406.2695312
2021-06-16,33472808.0,38347.0625
2021-06-17,33484995.0,38053.5039062
2021-06-18,33497695.0,35787.2460938
2021-06-19,33505275.0,35615.8710938
2021-06-20,33509338.0,35698.296875
2021-06-21,33525182.0,31676.6933594
2021-06-22,33537943.0,32505.6601562
2021-06-23,33551974.0,33723.0273438
2021-06-24,33566669.0,34662.4375
2021-06-25,33581632.0,31637.7792969
2021-06-26,33588423.0,32186.2773438
2021-06-27,33592510.0,34649.6445312
2021-06-28,33608058.0,34434.3359375
2021-06-29,33623787.0,35867.7773438
2021-06-30,33639764.0,35040.8359375
2021-07-01,33704723.0,33572.1171875
2021-07-02,33725159.0,33897.046875
2021-07-03,33729152.0,34668.546875
2021-07-04,33732074.0,35287.78125
2021-07-05,33736665.0,33746.0039062
2021-07-06,33763742.0,34235.1953125
2021-07-07,33793961.0,33855.328125
2021-07-08,33843194.0,32877.3710938
2021-07-09,33878529.0,33798.0117188
2021-07-10,33886287.0,33520.5195312
2021-07-11,33891830.0,34240.1875
2021-07-12,33927213.0,33155.8476562
2021-07-13,33970195.0,32702.0253906
2021-07-14,34008250.0,32822.3476562
2021-07-15,34044268.0,31780.7304688
2021-07-16,34096492.0,31421.5390625
2021-07-17,34108937.0,31533.0683594
2021-07-18,34117964.0,31796.8105469
2021-07-19,34177146.0,30817.8320312
2021-07-20,34239257.0,29807.3476562
2021-07-21,34299048.0,32110.6933594
2021-07-22,34364548.0,32313.1054688
2021-07-23,34447610.0,33581.5507812
2021-07-24,34469200.0,34292.4453125
2021-07-25,34483033.0,35350.1875
2021-07-26,34576119.0,37337.5351562
2021-07-27,34682937.0,39406.9414062
2021-07-28,34767898.0,39995.90625
2021-07-29,34866192.0,40008.421875
2021-07-30,34988866.0,42235.546875
2021-07-31,35018564.0,41626.1953125
2021-08-01,35041458.0,39974.8945312
2021-08-02,35177628.0,39201.9453125
2021-08-03,35327939.0,38152.9804688
2021-08-04,35440283.0,39747.5039062
2021-08-05,35567255.0,40869.5546875
2021-08-06,35735606.0,42816.5
2021-08-07,35777721.0,44555.8007812
2021-08-08,35813789.0,43798.1171875
2021-08-09,35992480.0,46365.4023438
2021-08-10,36154571.0,45585.03125
2021-08-11,36310148.0,45593.6367188
2021-08-12,36448857.0,44428.2890625
2021-08-13,36636249.0,47793.3203125
2021-08-14,36686066.0,47096.9453125
2021-08-15,36729884.0,47047.0039062
2021-08-16,36989377.0,46004.484375
2021-08-17,37133674.0,44695.359375
2021-08-18,37298285.0,44801.1875
2021-08-19,37458037.0,46717.578125
2021-08-20,37657643.0,49339.1757812
2021-08-21,37737034.0,48905.4921875
2021-08-22,37777607.0,49321.6523438
2021-08-23,38043754.0,49546.1484375
2021-08-24,38193951.0,47706.1171875
2021-08-25,38364887.0,48960.7890625
2021-08-26,38552648.0,46942.21875
2021-08-27,38748559.0,49058.6679688
2021-08-28,38833818.0,48902.4023438
2021-08-29,38875976.0,48829.8320312
2021-08-30,39156379.0,47054.984375
2021-08-31,39316629.0,47166.6875
2021-09-01,39527624.0,48847.0273438
2021-09-02,39703320.0,49327.7226562
2021-09-03,39894795.0,50025.375
2021-09-04,39960849.0,49944.625
2021-09-05,40005266.0,51753.4101562
2021-09-06,40082242.0,52633.5351562
2021-09-07,40383380.0,46811.1289062
2021-09-08,40567569.0,46091.390625
2021-09-09,40738140.0,46391.421875
2021-09-10,40914456.0,44883.9101562
2021-09-11,40988382.0,45201.4570312
2021-09-12,41027940.0,46063.2695312
2021-09-13,41312998.0,44963.0742188
2021-09-14,41465694.0,47092.4921875
2021-09-15,41635889.0,48176.3476562
2021-09-16,41790772.0,47783.359375
2021-09-17,41957710.0,47267.5195312
2021-09-18,42025890.0,48278.3632812
2021-09-19,42065846.0,47260.21875
2021-09-20,42274012.0,42843.8007812
2021-09-21,42403987.0,40693.6757812
2021-09-22,42551480.0,43574.5078125
2021-09-23,42679344.0,44895.0976562
2021-09-24,42819355.0,42839.75
2021-09-25,42870947.0,42716.59375
2021-09-26,42905182.0,43208.5390625
2021-09-27,43099971.0,42235.7304688
2021-09-28,43213311.0,41034.5429688
2021-09-29,43341823.0,41564.3632812
2021-09-30,43458032.0,43790.8945312
2021-10-01,43583808.0,48116.9414062
2021-10-02,43628030.0,47711.4882812
2021-10-03,43653869.0,48199.953125
2021-10-04,43826568.0,49112.9023438
2021-10-05,43925170.0,51514.8125
2021-10-06,44051125.0,55361.4492188
2021-10-07,44156527.0,53805.984375
2021-10-08,44269453.0,53967.8476562
2021-10-09,44306787.0,54968.2226562
2021-10-10,44329826.0,54771.578125
2021-10-11,44453506.0,57484.7890625
2021-10-12,44565082.0,56041.0585938
2021-10-13,44671639.0,57401.0976562
2021-10-14,44760608.0,57321.5234375
2021-10-15,44859168.0,61593.9492188
2021-10-16,44892709.0,60892.1796875
2021-10-17,44914861.0,61553.6171875
2021-10-18,45036894.0,62026.078125
2021-10-19,45120577.0,64261.9921875
2021-10-20,45207199.0,65992.8359375
2021-10-21,45289145.0,62210.171875
2021-10-22,45376442.0,60692.265625
2021-10-23,45406266.0,61393.6171875
2021-10-24,45423368.0,60930.8359375
2021-10-25,45528929.0,63039.8242188
2021-10-26,45616352.0,60363.7929688
2021-10-27,45710896.0,58482.3867188
2021-10-28,45797081.0,60622.1367188
2021-10-29,45885804.0,62227.9648438
2021-10-30,45915215.0,61888.8320312
2021-10-31,45934098.0,61318.9570312
2021-11-01,46058668.0,61004.40625
2021-11-02,46135611.0,63226.4023438
2021-11-03,46220455.0,62970.046875
2021-11-04,46303542.0,61452.2304688
2021-11-05,46395310.0,61125.6757812
2021-11-06,46427249.0,61527.4804688
2021-11-07,46449334.0,63326.9882812
2021-11-08,46575795.0,67566.828125
2021-11-09,46658774.0,66971.828125
2021-11-10,46757836.0,64995.2304688
2021-11-11,46822437.0,64949.9609375
2021-11-12,46951788.0,64155.9414062
2021-11-13,47013185.0,64469.5273438
2021-11-14,47036794.0,65466.8398438
2021-11-15,47185418.0,63557.8710938
2021-11-16,47275904.0,60161.2460938
2021-11-17,47390261.0,60368.0117188
2021-11-18,47500534.0,56942.1367188
2021-11-19,47620182.0,58119.578125
2021-11-20,47661246.0,59697.1953125
2021-11-21,47692618.0,58730.4765625
2021-11-22,47851516.0,56289.2890625
2021-11-23,47944287.0,57569.0742188
2021-11-24,48064179.0,56280.4257812
2021-11-25,48095032.0,57274.6796875
2021-11-26,48146557.0,53569.765625
2021-11-27,48171236.0,54815.078125
2021-11-28,48195186.0,57248.4570312
2021-11-29,48411498.0,57806.5664062
2021-11-30,48520792.0,57005.4257812
2021-12-01,48660112.0,57229.828125
2021-12-02,48798824.0,56477.8164062
2021-12-03,48952069.0,53598.2460938
2021-12-04,49010213.0,49200.703125
2021-12-05,49044786.0,49368.8476562
2021-12-06,49242230.0,50582.625
2021-12-07,49356227.0,50700.0859375
2021-12-08,49505272.0,50504.796875
2021-12-09,49628777.0,47672.1210938
2021-12-10,49793839.0,47243.3046875
2021-12-11,49845184.0,49362.5078125
2021-12-12,49881540.0,50098.3359375
2021-12-13,50084423.0,46737.4804688
2021-12-14,50201282.0,46612.6328125
2021-12-15,50346558.0,48896.7226562
2021-12-16,50492877.0,47665.4257812
2021-12-17,50664022.0,46202.1445312
2021-12-18,50738685.0,46848.7773438
2021-12-19,50811164.0,46707.015625
2021-12-20,51114064.0,46880.2773438
2021-12-21,51303535.0,48936.6132812
2021-12-22,51547227.0,48628.5117188
2021-12-23,51812442.0,50784.5390625
2021-12-24,51996367.0,50822.1953125
2021-12-25,52054715.0,50429.859375
2021-12-26,52244429.0,50809.515625
2021-12-27,52787969.0,50640.4179688
2021-12-28,53168681.0,47588.8554688
2021-12-29,53657745.0,46444.7109375
2021-12-30,54242800.0,47178.125
2021-12-31,54689367.0,46306.4453125
2022-01-01,54850427.0,47728.404987
2022-01-02,55137064.0,47291.603462
2022-01-03,56155999.0,46449.647765
2022-01-04,57041905.0,45827.67938
2022-01-05,57745969.0,43446.051028
2022-01-06,58505187.0,43085.883286
2022-01-07,59405357.0,41562.623288
2022-01-08,59851597.0,41681.742269
2022-01-09,60166932.0,41866.840544
2022-01-10,61600909.0,41827.987032
2022-01-11,62370837.0,42738.119577
2022-01-12,63251111.0,43909.376583
2022-01-13,64120526.0,42567.830178
2022-01-14,65053852.0,43071.787647
2022-01-15,65477079.0,43086.100428
2022-01-16,65814886.0,43080.734557
2022-01-17,66526937.0,42208.769398
2022-01-18,67705340.0,42360.423359
2022-01-19,68557295.0,41666.793044
2022-01-20,69305615.0,40680.16799
2022-01-21,70130930.0,36443.865416
2022-01-22,70468314.0,35077.248741
2022-01-23,70667795.0,36264.762915
2022-01-24,71699954.0,36679.453408
2022-01-25,72210867.0,36968.320511
2022-01-26,72895313.0,36818.439327
2022-01-27,73425577.0,37172.183558
2022-01-28,73981352.0,37728.077653
2022-01-29,74223465.0,38175.337694
2022-01-30,74327523.0,37890.868229
2022-01-31,74989495.0,38478.963542
2022-02-01,75285900.0,38703.603955
2022-02-02,75610929.0,36904.60484
2022-02-03,75923171.0,37306.103338
2022-02-04,76236151.0,41585.843451
2022-02-05,76359918.0,41392.325568
2022-02-06,76418395.0,42391.86939
2022-02-07,76766514.0,43850.122531
2022-02-08,76961010.0,44056.690094
2022-02-09,77187359.0,44389.815822
2022-02-10,77360952.0,43508.591844
2022-02-11,77530775.0,42382.146428
2022-02-12,77594737.0,42226.487134
2022-02-13,77629125.0,42061.859322
2022-02-14,77835449.0,42542.898677
2022-02-15,77950961.0,44556.618133
2022-02-16,78092141.0,43881.746655
2022-02-17,78196006.0,40526.510616
